n,m,k,e,t
2200,6600,5,253,33
2200,6600,5,252,34
2200,6600,5,252,35
2200,6600,5,253,36
2200,6600,5,254,37
2200,6600,5,253,38
2200,6600,5,255,39
2200,6600,5,253,3
2200,6600,5,254,40
2200,6600,5,255,41
2200,6600,5,253,42
2200,6600,5,255,43
2200,6600,5,256,44
2200,6600,5,253,45
2200,6600,5,254,46
2200,6600,5,253,47
2200,6600,5,252,48
2200,6600,5,252,49
2200,6600,5,254,4
2200,6600,5,253,50
2200,6600,5,253,5
2200,6600,5,253,6
2200,6600,5,254,7
2200,6600,5,252,8
2200,6600,5,252,9
2200,6600,6,235,10
2200,6600,6,233,11
2200,6600,6,234,12
2200,6600,6,235,13
2200,6600,6,235,14
2200,6600,6,234,15
2200,6600,6,235,16
2200,6600,6,234,17
2200,6600,6,236,18
2200,6600,6,235,19
2200,6600,6,235,1
2200,6600,6,235,20
2200,6600,6,235,21
2200,6600,6,234,22
2200,6600,6,235,23
2200,6600,6,235,24
2200,6600,6,236,25
2200,6600,6,236,26
2200,6600,6,235,27
2200,6600,6,232,28
2200,6600,6,234,29
2200,6600,6,233,2
2200,6600,6,235,30
2200,6600,6,235,31
2200,6600,6,235,32
2200,6600,6,238,33
2200,6600,6,235,34
2200,6600,6,237,35
2200,6600,6,235,36
2200,6600,6,236,37
2200,6600,6,234,38
2200,6600,6,234,39
2200,6600,6,234,3
2200,6600,6,234,40
2200,6600,6,235,41
2200,6600,6,235,42
2200,6600,6,234,43
2200,6600,6,235,44
2200,6600,6,234,45
2200,6600,6,233,46
2200,6600,6,237,47
2200,6600,6,235,48
2200,6600,6,234,49
2200,6600,6,235,4
2200,6600,6,234,50
2200,6600,6,235,5
2200,6600,6,235,6
2200,6600,6,234,7
2200,6600,6,232,8
2200,6600,6,233,9
2400,14400,3,193,10
2400,14400,3,195,11
2400,14400,3,195,12
2400,14400,3,193,13
2400,14400,3,193,14
2400,14400,3,194,15
2400,14400,3,194,16
2400,14400,3,196,17
2400,14400,3,194,18
2400,14400,3,193,19
2400,14400,3,196,1
2400,14400,3,194,20
2400,14400,3,194,21
2400,14400,3,194,22
2400,14400,3,195,23
2400,14400,3,194,24
2400,14400,3,193,25
2400,14400,3,197,26
2400,14400,3,197,27
2400,14400,3,193,28
2400,14400,3,196,29
2400,14400,3,194,2
2400,14400,3,195,30
2400,14400,3,193,31
2400,14400,3,195,32
2400,14400,3,194,33
2400,14400,3,194,34
2400,14400,3,194,35
2400,14400,3,194,36
2400,14400,3,196,37
2400,14400,3,195,38
2400,14400,3,196,39
2400,14400,3,194,3
2400,14400,3,194,40
2400,14400,3,197,41
2400,14400,3,195,42
2400,14400,3,196,43
2400,14400,3,193,44
2400,14400,3,196,45
2400,14400,3,193,46
2400,14400,3,195,47
2400,14400,3,195,48
2400,14400,3,195,49
2400,14400,3,193,4
2400,14400,3,195,50
2400,14400,3,198,5
2400,14400,3,194,6
2400,14400,3,197,7
2400,14400,3,195,8
2400,14400,3,195,9
2400,14400,4,223,10
2400,14400,4,224,11
2400,14400,4,224,12
2400,14400,4,221,13
2400,14400,4,222,14
2400,14400,4,223,15
2400,14400,4,223,16
2400,14400,4,223,17
2400,14400,4,224,18
2400,14400,4,222,19
2400,14400,4,224,1
2400,14400,4,222,20
2400,14400,4,223,21
2400,14400,4,224,22
2400,14400,4,223,23
2400,14400,4,223,24
2400,14400,4,224,25
2400,14400,4,222,26
2400,14400,4,225,27
2400,14400,4,224,28
2400,14400,4,222,29
2400,14400,4,224,2
2400,14400,4,226,30
2400,14400,4,224,31
2400,14400,4,223,32
2400,14400,4,224,33
2400,14400,4,223,34
2400,14400,4,224,35
2400,14400,4,220,36
2400,14400,4,223,37
2400,14400,4,225,38
2400,14400,4,224,39
2400,14400,4,223,3
2400,14400,4,223,40
2400,14400,4,224,41
2400,14400,4,223,42
2400,14400,4,224,43
2400,14400,4,224,44
2400,14400,4,224,45
2400,14400,4,222,46
2400,14400,4,224,47
2400,14400,4,223,48
2400,14400,4,224,49
2400,14400,4,222,4
2400,14400,4,223,50
2400,14400,4,225,5
2400,14400,4,223,6
2400,14400,4,225,7
2400,14400,4,225,8
2400,14400,4,222,9
2400,14400,5,221,10
2400,14400,5,221,11
2400,14400,5,220,12
2400,14400,5,222,13
2400,14400,5,220,14
2400,14400,5,220,15
2400,14400,5,221,16
2400,14400,5,221,17
2400,14400,5,221,18
2400,14400,5,221,19
2400,14400,5,221,1
2400,14400,5,220,20
2400,14400,5,223,21
2400,14400,5,220,22
2400,14400,5,221,23
2400,14400,5,220,24
2400,14400,5,222,25
2400,14400,5,221,26
2400,14400,5,221,27
2400,14400,5,221,28
2400,14400,5,220,29
2400,14400,5,221,2
2400,14400,5,222,30
2400,14400,5,218,31
2400,14400,5,222,32
2400,14400,5,220,33
2400,14400,5,222,34
2400,14400,5,221,35
2400,14400,5,221,36
2400,14400,5,222,37
2400,14400,5,220,38
2400,14400,5,222,39
2400,14400,5,220,3
2400,14400,5,218,40
2400,14400,5,220,41
2400,14400,5,222,42
2400,14400,5,221,43
2400,14400,5,223,44
2400,14400,5,221,45
2400,14400,5,222,46
2400,14400,5,220,47
2400,14400,5,220,48
2400,14400,5,220,49
2400,14400,5,222,4
2400,14400,5,221,50
2400,14400,5,221,5
2400,14400,5,220,6
2400,14400,5,221,7
2400,14400,5,220,8
2400,14400,5,222,9
2400,14400,6,211,10
2400,14400,6,210,11
2400,14400,6,210,12
2400,14400,6,211,13
2400,14400,6,210,14
2400,14400,6,209,15
2400,14400,6,211,16
2400,14400,6,208,17
2400,14400,6,210,18
2400,14400,6,209,19
2400,14400,6,210,1
2400,14400,6,208,20
2400,14400,6,209,21
2400,14400,6,210,22
2400,14400,6,210,23
2400,14400,6,210,24
2400,14400,6,211,25
2400,14400,6,207,26
2400,14400,6,209,27
2400,14400,6,210,28
2400,14400,6,209,29
2400,14400,6,210,2
2400,14400,6,209,30
2400,14400,6,209,31
2400,14400,6,209,32
2400,14400,6,209,33
2400,14400,6,210,34
2400,14400,6,211,35
2400,14400,6,210,36
2400,14400,6,208,37
2400,14400,6,209,38
2400,14400,6,212,39
2400,14400,6,209,3
2400,14400,6,210,40
2400,14400,6,209,41
2400,14400,6,211,42
2400,14400,6,209,43
2400,14400,6,211,44
2400,14400,6,207,45
2400,14400,6,209,46
2400,14400,6,210,47
2400,14400,6,211,48
2400,14400,6,210,49
2400,14400,6,210,4
2400,14400,6,210,50
2400,14400,6,210,5
2400,14400,6,211,6
2400,14400,6,210,7
2400,14400,6,210,8
2400,14400,6,208,9
2400,24000,3,157,10
2400,24000,3,154,11
2400,24000,3,155,12
2400,24000,3,155,13
2400,24000,3,155,14
2400,24000,3,153,15
2400,24000,3,154,16
2400,24000,3,154,17
2400,24000,3,153,18
2400,24000,3,154,19
2400,24000,3,155,1
2400,24000,3,154,20
2400,24000,3,155,21
2400,24000,3,154,22
2400,24000,3,156,23
2400,24000,3,153,24
2400,24000,3,156,25
2400,24000,3,156,26
2400,24000,3,154,27
2400,24000,3,154,28
2400,24000,3,154,29
2400,24000,3,156,2
2400,24000,3,155,30
2400,24000,3,155,31
2400,24000,3,152,32
2400,24000,3,154,33
2400,24000,3,153,34
2400,24000,3,153,35
2400,24000,3,156,36
2400,24000,3,157,37
2400,24000,3,155,38
2400,24000,3,155,39
2400,24000,3,154,3
2400,24000,3,155,40
2400,24000,3,157,41
2400,24000,3,156,42
2400,24000,3,155,43
2400,24000,3,154,44
2400,24000,3,157,45
2400,24000,3,154,46
2400,24000,3,155,47
2400,24000,3,153,48
2400,24000,3,155,49
2400,24000,3,157,4
2400,24000,3,154,50
2400,24000,3,154,5
2400,24000,3,156,6
2400,24000,3,155,7
2400,24000,3,155,8
2400,24000,3,155,9
2400,24000,4,190,10
2400,24000,4,190,11
2400,24000,4,190,12
2400,24000,4,189,13
2400,24000,4,189,14
2400,24000,4,189,15
2400,24000,4,188,16
2400,24000,4,188,17
2400,24000,4,191,18
2400,24000,4,189,19
2400,24000,4,191,1
2400,24000,4,188,20
2400,24000,4,188,21
2400,24000,4,188,22
2400,24000,4,189,23
2400,24000,4,189,24
2400,24000,4,187,25
2400,24000,4,189,26
2400,24000,4,188,27
2400,24000,4,188,28
2400,24000,4,187,29
2400,24000,4,188,2
2400,24000,4,189,30
2400,24000,4,190,31
2400,24000,4,189,32
2400,24000,4,188,33
2400,24000,4,189,34
2400,24000,4,188,35
2400,24000,4,188,36
2400,24000,4,189,37
2400,24000,4,189,38
2400,24000,4,189,39
2400,24000,4,188,3
2400,24000,4,188,40
2400,24000,4,189,41
2400,24000,4,189,42
2400,24000,4,189,43
2400,24000,4,188,44
2400,24000,4,188,45
2400,24000,4,187,46
2400,24000,4,188,47
2400,24000,4,190,48
2400,24000,4,186,49
2400,24000,4,189,4
2400,24000,4,190,50
2400,24000,4,189,5
2400,24000,4,189,6
2400,24000,4,189,7
2400,24000,4,189,8
2400,24000,4,189,9
2400,24000,5,190,10
2400,24000,5,191,11
2400,24000,5,192,12
2400,24000,5,192,13
2400,24000,5,192,14
2400,24000,5,191,15
2400,24000,5,191,16
2400,24000,5,191,17
2400,24000,5,192,18
2400,24000,5,190,19
2400,24000,5,191,1
2400,24000,5,190,20
2400,24000,5,191,21
2400,24000,5,191,22
2400,24000,5,191,23
2400,24000,5,190,24
2400,24000,5,190,25
2400,24000,5,191,26
2400,24000,5,189,27
2400,24000,5,190,28
2400,24000,5,192,29
2400,24000,5,191,2
2400,24000,5,192,30
2400,24000,5,192,31
2400,24000,5,192,32
2400,24000,5,190,33
2400,24000,5,190,34
2400,24000,5,193,35
2400,24000,5,191,36
2400,24000,5,191,37
2400,24000,5,190,38
2400,24000,5,191,39
2400,24000,5,191,3
2400,24000,5,191,40
2400,24000,5,191,41
2400,24000,5,191,42
2400,24000,5,190,43
2400,24000,5,191,44
2400,24000,5,190,45
2400,24000,5,192,46
2400,24000,5,192,47
2400,24000,5,190,48
2400,24000,5,190,49
2400,24000,5,191,4
2400,24000,5,190,50
2400,24000,5,191,5
2400,24000,5,190,6
2400,24000,5,191,7
2400,24000,5,192,8
2400,24000,5,191,9
2400,24000,6,185,10
2400,24000,6,184,11
2400,24000,6,184,12
2400,24000,6,183,13
2400,24000,6,184,14
2400,24000,6,184,15
2400,24000,6,183,16
2400,24000,6,185,17
2400,24000,6,185,18
2400,24000,6,182,19
2400,24000,6,184,1
2400,24000,6,184,20
2400,24000,6,184,21
2400,24000,6,184,22
2400,24000,6,185,23
2400,24000,6,184,24
2400,24000,6,183,25
2400,24000,6,185,26
2400,24000,6,184,27
2400,24000,6,184,28
2400,24000,6,185,29
2400,24000,6,185,2
2400,24000,6,185,30
2400,24000,6,183,31
2400,24000,6,184,32
2400,24000,6,184,33
2400,24000,6,184,34
2400,24000,6,185,35
2400,24000,6,184,36
2400,24000,6,185,37
2400,24000,6,184,38
2400,24000,6,185,39
2400,24000,6,185,3
2400,24000,6,185,40
2400,24000,6,183,41
2400,24000,6,186,42
2400,24000,6,182,43
2400,24000,6,183,44
2400,24000,6,185,45
2400,24000,6,185,46
2400,24000,6,184,47
2400,24000,6,184,48
2400,24000,6,183,49
2400,24000,6,184,4
2400,24000,6,184,50
2400,24000,6,184,5
2400,24000,6,183,6
2400,24000,6,185,7
2400,24000,6,185,8
2400,24000,6,185,9
2400,7200,3,275,10
2400,7200,3,274,11
2400,7200,3,272,12
2400,7200,3,275,13
2400,7200,3,275,14
2400,7200,3,275,15
2400,7200,3,276,16
2400,7200,3,274,17
2400,7200,3,272,18
2400,7200,3,273,19
2400,7200,3,272,1
2400,7200,3,272,20
2400,7200,3,276,21
2400,7200,3,275,22
2400,7200,3,274,23
2400,7200,3,273,24
2400,7200,3,273,25
2400,7200,3,276,26
2400,7200,3,274,27
2400,7200,3,274,28
2400,7200,3,274,29
2400,7200,3,272,2
2400,7200,3,273,30
2400,7200,3,274,31
2400,7200,3,277,32
2400,7200,3,275,33
2400,7200,3,274,34
2400,7200,3,274,35
2400,7200,3,275,36
2400,7200,3,275,37
2400,7200,3,274,38
2400,7200,3,276,39
2400,7200,3,275,3
2400,7200,3,271,40
2400,7200,3,272,41
2400,7200,3,272,42
2400,7200,3,275,43
2400,7200,3,272,44
2400,7200,3,274,45
2400,7200,3,275,46
2400,7200,3,275,47
2400,7200,3,276,48
2400,7200,3,272,49
2400,7200,3,272,4
2400,7200,3,276,50
2400,7200,3,275,5
2400,7200,3,273,6
2400,7200,3,273,7
2400,7200,3,274,8
2400,7200,3,272,9
2400,7200,4,292,10
2400,7200,4,293,11
2400,7200,4,293,12
2400,7200,4,292,13
2400,7200,4,291,14
2400,7200,4,290,15
2400,7200,4,292,16
2400,7200,4,293,17
2400,7200,4,291,18
2400,7200,4,291,19
2400,7200,4,291,1
2400,7200,4,290,20
2400,7200,4,290,21
2400,7200,4,290,22
2400,7200,4,291,23
2400,7200,4,292,24
2400,7200,4,289,25
2400,7200,4,290,26
2400,7200,4,293,27
2400,7200,4,291,28
2400,7200,4,292,29
2400,7200,4,292,2
2400,7200,4,293,30
2400,7200,4,292,31
2400,7200,4,291,32
2400,7200,4,291,33
2400,7200,4,291,34
2400,7200,4,290,35
2400,7200,4,289,36
2400,7200,4,292,37
2400,7200,4,292,38
2400,7200,4,290,39
2400,7200,4,292,3
2400,7200,4,291,40
2400,7200,4,291,41
2400,7200,4,291,42
2400,7200,4,292,43
2400,7200,4,293,44
2400,7200,4,289,45
2400,7200,4,292,46
2400,7200,4,291,47
2400,7200,4,291,48
2400,7200,4,292,49
2400,7200,4,291,4
2400,7200,4,290,50
2400,7200,4,290,5
2400,7200,4,294,6
2400,7200,4,290,7
2400,7200,4,292,8
2400,7200,4,291,9
2400,7200,5,278,10
2400,7200,5,278,11
2400,7200,5,276,12
2400,7200,5,276,13
2400,7200,5,278,14
2400,7200,5,276,15
2400,7200,5,274,16
2400,7200,5,278,17
2400,7200,5,277,18
2400,7200,5,276,19
2400,7200,5,278,1
2400,7200,5,276,20
2400,7200,5,278,21
2400,7200,5,276,22
2400,7200,5,277,23
2400,7200,5,277,24
2400,7200,5,275,25
2400,7200,5,279,26
2400,7200,5,276,27
2400,7200,5,275,28
2400,7200,5,277,29
2400,7200,5,276,2
2400,7200,5,275,30
2400,7200,5,276,31
2400,7200,5,277,32
2400,7200,5,276,33
2400,7200,5,275,34
2400,7200,5,276,35
2400,7200,5,274,36
2400,7200,5,278,37
2400,7200,5,276,38
2400,7200,5,275,39
2400,7200,5,278,3
2400,7200,5,278,40
2400,7200,5,275,41
2400,7200,5,276,42
2400,7200,5,278,43
2400,7200,5,278,44
2400,7200,5,278,45
2400,7200,5,276,46
2400,7200,5,277,47
2400,7200,5,276,48
2400,7200,5,277,49
2400,7200,5,277,4
2400,7200,5,276,50
2400,7200,5,276,5
2400,7200,5,276,6
2400,7200,5,276,7
2400,7200,5,277,8
2400,7200,5,276,9
2400,7200,6,259,10
2400,7200,6,256,11
2400,7200,6,259,12
2400,7200,6,256,13
2400,7200,6,256,14
2400,7200,6,256,15
2400,7200,6,257,16
2400,7200,6,256,17
2400,7200,6,259,18
2400,7200,6,255,19
2400,7200,6,257,1
2400,7200,6,258,20
2400,7200,6,257,21
2400,7200,6,258,22
2400,7200,6,256,23
2400,7200,6,256,24
2400,7200,6,257,25
2400,7200,6,256,26
2400,7200,6,256,27
2400,7200,6,257,28
2400,7200,6,255,29
2400,7200,6,258,2
2400,7200,6,255,30
2400,7200,6,258,31
2400,7200,6,255,32
2400,7200,6,256,33
2400,7200,6,258,34
2400,7200,6,258,35
2400,7200,6,256,36
2400,7200,6,257,37
2400,7200,6,256,38
2400,7200,6,257,39
2400,7200,6,257,3
2400,7200,6,256,40
2400,7200,6,260,41
2400,7200,6,256,42
2400,7200,6,257,43
2400,7200,6,257,44
2400,7200,6,256,45
2400,7200,6,257,46
2400,7200,6,258,47
2400,7200,6,256,48
2400,7200,6,257,49
2400,7200,6,256,4
2400,7200,6,256,50
2400,7200,6,255,5
2400,7200,6,256,6
2400,7200,6,256,7
2400,7200,6,256,8
2400,7200,6,257,9
2600,15600,3,211,10
2600,15600,3,210,11
2600,15600,3,212,12
2600,15600,3,213,13
2600,15600,3,212,14
2600,15600,3,209,15
2600,15600,3,209,16
2600,15600,3,211,17
2600,15600,3,213,18
2600,15600,3,209,19
2600,15600,3,210,1
2600,15600,3,212,20
2600,15600,3,211,21
2600,15600,3,211,22
2600,15600,3,211,23
2600,15600,3,211,24
2600,15600,3,212,25
2600,15600,3,212,26
2600,15600,3,211,27
2600,15600,3,210,28
2600,15600,3,210,29
2600,15600,3,211,2
2600,15600,3,210,30
2600,15600,3,210,31
2600,15600,3,214,32
2600,15600,3,209,33
2600,15600,3,212,34
2600,15600,3,211,35
2600,15600,3,211,36
2600,15600,3,213,37
2600,15600,3,212,38
2600,15600,3,213,39
2600,15600,3,210,3
2600,15600,3,211,40
2600,15600,3,212,41
2600,15600,3,212,42
2600,15600,3,215,43
2600,15600,3,211,44
2600,15600,3,209,45
2600,15600,3,211,46
2600,15600,3,209,47
2600,15600,3,210,48
2600,15600,3,213,49
2600,15600,3,210,4
2600,15600,3,211,50
2600,15600,3,210,5
2600,15600,3,209,6
2600,15600,3,210,7
2600,15600,3,210,8
2600,15600,3,211,9
2600,15600,4,243,10
2600,15600,4,240,11
2600,15600,4,241,12
2600,15600,4,243,13
2600,15600,4,241,14
2600,15600,4,241,15
2600,15600,4,244,16
2600,15600,4,242,17
2600,15600,4,243,18
2600,15600,4,242,19
2600,15600,4,243,1
2600,15600,4,242,20
2600,15600,4,243,21
2600,15600,4,241,22
2600,15600,4,244,23
2600,15600,4,244,24
2600,15600,4,242,25
2600,15600,4,243,26
2600,15600,4,244,27
2600,15600,4,241,28
2600,15600,4,243,29
2600,15600,4,244,2
2600,15600,4,241,30
2600,15600,4,242,31
2600,15600,4,245,32
2600,15600,4,243,33
2600,15600,4,243,34
2600,15600,4,242,35
2600,15600,4,242,36
2600,15600,4,243,37
2600,15600,4,242,38
2600,15600,4,243,39
2600,15600,4,242,3
2600,15600,4,242,40
2600,15600,4,243,41
2600,15600,4,241,42
2600,15600,4,244,43
2600,15600,4,244,44
2600,15600,4,242,45
2600,15600,4,244,46
2600,15600,4,242,47
2600,15600,4,242,48
2600,15600,4,244,49
2600,15600,4,242,4
2600,15600,4,242,50
2600,15600,4,245,5
2600,15600,4,241,6
2600,15600,4,242,7
2600,15600,4,242,8
2600,15600,4,242,9
2600,15600,5,240,10
2600,15600,5,238,11
2600,15600,5,238,12
2600,15600,5,239,13
2600,15600,5,239,14
2600,15600,5,240,15
2600,15600,5,239,16
2600,15600,5,241,17
2600,15600,5,238,18
2600,15600,5,239,19
2600,15600,5,240,1
2600,15600,5,240,20
2600,15600,5,240,21
2600,15600,5,239,22
2600,15600,5,240,23
2600,15600,5,240,24
2600,15600,5,240,25
2600,15600,5,240,26
2600,15600,5,238,27
2600,15600,5,240,28
2600,15600,5,239,29
2600,15600,5,240,2
2600,15600,5,239,30
2600,15600,5,240,31
2600,15600,5,238,32
2600,15600,5,239,33
2600,15600,5,239,34
2600,15600,5,240,35
2600,15600,5,240,36
2600,15600,5,240,37
2600,15600,5,241,38
2600,15600,5,238,39
2600,15600,5,238,3
2600,15600,5,239,40
2600,15600,5,239,41
2600,15600,5,240,42
2600,15600,5,241,43
2600,15600,5,239,44
2600,15600,5,239,45
2600,15600,5,239,46
2600,15600,5,241,47
2600,15600,5,239,48
2600,15600,5,239,49
2600,15600,5,240,4
2600,15600,5,239,50
2600,15600,5,240,5
2600,15600,5,240,6
2600,15600,5,239,7
2600,15600,5,239,8
2600,15600,5,239,9
2600,15600,6,228,10
2600,15600,6,229,11
2600,15600,6,227,12
2600,15600,6,231,13
2600,15600,6,228,14
2600,15600,6,228,15
2600,15600,6,227,16
2600,15600,6,227,17
2600,15600,6,229,18
2600,15600,6,228,19
2600,15600,6,229,1
2600,15600,6,228,20
2600,15600,6,228,21
2600,15600,6,228,22
2600,15600,6,226,23
2600,15600,6,227,24
2600,15600,6,227,25
2600,15600,6,230,26
2600,15600,6,228,27
2600,15600,6,226,28
2600,15600,6,228,29
2600,15600,6,228,2
2600,15600,6,228,30
2600,15600,6,228,31
2600,15600,6,226,32
2600,15600,6,229,33
2600,15600,6,228,34
2600,15600,6,228,35
2600,15600,6,227,36
2600,15600,6,226,37
2600,15600,6,228,38
2600,15600,6,227,39
2600,15600,6,227,3
2600,15600,6,228,40
2600,15600,6,227,41
2600,15600,6,228,42
2600,15600,6,228,43
2600,15600,6,227,44
2600,15600,6,227,45
2600,15600,6,228,46
2600,15600,6,227,47
2600,15600,6,229,48
2600,15600,6,229,49
2600,15600,6,225,4
2600,15600,6,228,50
2600,15600,6,226,5
2600,15600,6,226,6
2600,15600,6,228,7
2600,15600,6,228,8
2600,15600,6,228,9
2600,26000,3,169,10
2600,26000,3,169,11
2600,26000,3,169,12
2600,26000,3,167,13
2600,26000,3,167,14
2600,26000,3,171,15
2600,26000,3,168,16
2600,26000,3,169,17
2600,26000,3,166,18
2600,26000,3,166,19
2600,26000,3,169,1
2600,26000,3,169,20
2600,26000,3,167,21
2600,26000,3,166,22
2600,26000,3,167,23
2600,26000,3,168,24
2600,26000,3,167,25
2600,26000,3,166,26
2600,26000,3,168,27
2600,26000,3,168,28
2600,26000,3,168,29
2600,26000,3,168,2
2600,26000,3,167,30
2600,26000,3,166,31
2600,26000,3,167,32
2600,26000,3,168,33
2600,26000,3,172,34
2600,26000,3,168,35
2600,26000,3,167,36
2600,26000,3,169,37
2600,26000,3,168,38
2600,26000,3,169,39
2600,26000,3,167,3
2600,26000,3,168,40
2600,26000,3,168,41
2600,26000,3,168,42
2600,26000,3,167,43
2600,26000,3,167,44
2600,26000,3,168,45
2600,26000,3,167,46
2600,26000,3,167,47
2600,26000,3,167,48
2600,26000,3,168,49
2600,26000,3,170,4
2600,26000,3,167,50
2600,26000,3,166,5
2600,26000,3,167,6
2600,26000,3,169,7
2600,26000,3,168,8
2600,26000,3,166,9
2600,26000,4,205,10
2600,26000,4,203,11
2600,26000,4,204,12
2600,26000,4,204,13
2600,26000,4,204,14
2600,26000,4,204,15
2600,26000,4,205,16
2600,26000,4,205,17
2600,26000,4,205,18
2600,26000,4,205,19
2600,26000,4,204,1
2600,26000,4,203,20
2600,26000,4,203,21
2600,26000,4,204,22
2600,26000,4,204,23
2600,26000,4,204,24
2600,26000,4,204,25
2600,26000,4,204,26
2600,26000,4,205,27
2600,26000,4,205,28
2600,26000,4,204,29
2600,26000,4,204,2
2600,26000,4,203,30
2600,26000,4,204,31
2600,26000,4,203,32
2600,26000,4,204,33
2600,26000,4,206,34
2600,26000,4,205,35
2600,26000,4,203,36
2600,26000,4,204,37
2600,26000,4,202,38
2600,26000,4,205,39
2600,26000,4,205,3
2600,26000,4,204,40
2600,26000,4,203,41
2600,26000,4,207,42
2600,26000,4,204,43
2600,26000,4,206,44
2600,26000,4,204,45
2600,26000,4,205,46
2600,26000,4,204,47
2600,26000,4,205,48
2600,26000,4,205,49
2600,26000,4,203,4
2600,26000,4,206,50
2600,26000,4,205,5
2600,26000,4,204,6
2600,26000,4,206,7
2600,26000,4,206,8
2600,26000,4,202,9
2600,26000,5,207,10
2600,26000,5,207,11
2600,26000,5,207,12
2600,26000,5,208,13
2600,26000,5,207,14
2600,26000,5,207,15
2600,26000,5,208,16
2600,26000,5,208,17
2600,26000,5,207,18
2600,26000,5,207,19
2600,26000,5,207,1
2600,26000,5,207,20
2600,26000,5,207,21
2600,26000,5,205,22
2600,26000,5,206,23
2600,26000,5,207,24
2600,26000,5,208,25
2600,26000,5,207,26
2600,26000,5,207,27
2600,26000,5,206,28
2600,26000,5,208,29
2600,26000,5,207,2
2600,26000,5,205,30
2600,26000,5,208,31
2600,26000,5,207,32
2600,26000,5,206,33
2600,26000,5,208,34
2600,26000,5,207,35
2600,26000,5,206,36
2600,26000,5,209,37
2600,26000,5,206,38
2600,26000,5,207,39
2600,26000,5,207,3
2600,26000,5,206,40
2600,26000,5,205,41
2600,26000,5,206,42
2600,26000,5,209,43
2600,26000,5,206,44
2600,26000,5,208,45
2600,26000,5,208,46
2600,26000,5,207,47
2600,26000,5,205,48
2600,26000,5,207,49
2600,26000,5,207,4
2600,26000,5,208,50
2600,26000,5,206,5
2600,26000,5,207,6
2600,26000,5,209,7
2600,26000,5,208,8
2600,26000,5,208,9
2600,26000,6,201,10
2600,26000,6,202,11
2600,26000,6,200,12
2600,26000,6,200,13
2600,26000,6,202,14
2600,26000,6,200,15
2600,26000,6,199,16
2600,26000,6,199,17
2600,26000,6,200,18
2600,26000,6,198,19
2600,26000,6,199,1
2600,26000,6,199,20
2600,26000,6,199,21
2600,26000,6,200,22
2600,26000,6,199,23
2600,26000,6,199,24
2600,26000,6,200,25
2600,26000,6,200,26
2600,26000,6,198,27
2600,26000,6,201,28
2600,26000,6,198,29
2600,26000,6,200,2
2600,26000,6,200,30
2600,26000,6,201,31
2600,26000,6,200,32
2600,26000,6,200,33
2600,26000,6,200,34
2600,26000,6,199,35
2600,26000,6,200,36
2600,26000,6,200,37
2600,26000,6,199,38
2600,26000,6,200,39
2600,26000,6,200,3
2600,26000,6,200,40
2600,26000,6,200,41
2600,26000,6,199,42
2600,26000,6,199,43
2600,26000,6,201,44
2600,26000,6,200,45
2600,26000,6,200,46
2600,26000,6,201,47
2600,26000,6,200,48
2600,26000,6,200,49
2600,26000,6,200,4
2600,26000,6,199,50
2600,26000,6,200,5
2600,26000,6,199,6
2600,26000,6,200,7
2600,26000,6,200,8
2600,26000,6,200,9
2600,7800,3,296,10
2600,7800,3,297,11
2600,7800,3,298,12
2600,7800,3,297,13
2600,7800,3,299,14
2600,7800,3,298,15
2600,7800,3,298,16
2600,7800,3,300,17
2600,7800,3,298,18
2600,7800,3,297,19
2600,7800,3,299,1
2600,7800,3,298,20
2600,7800,3,299,21
2600,7800,3,298,22
2600,7800,3,301,23
2600,7800,3,300,24
2600,7800,3,295,25
2600,7800,3,295,26
2600,7800,3,299,27
2600,7800,3,300,28
2600,7800,3,296,29
2600,7800,3,295,2
2600,7800,3,298,30
2600,7800,3,298,31
2600,7800,3,300,32
2600,7800,3,298,33
2600,7800,3,297,34
2600,7800,3,298,35
2600,7800,3,297,36
2600,7800,3,295,37
2600,7800,3,296,38
2600,7800,3,298,39
2600,7800,3,300,3
2600,7800,3,299,40
2600,7800,3,299,41
2600,7800,3,299,42
2600,7800,3,299,43
2600,7800,3,296,44
2600,7800,3,294,45
2600,7800,3,297,46
2600,7800,3,296,47
2600,7800,3,299,48
2600,7800,3,300,49
2600,7800,3,298,4
2600,7800,3,296,50
2600,7800,3,297,5
2600,7800,3,301,6
2600,7800,3,297,7
2600,7800,3,297,8
2600,7800,3,298,9
2600,7800,4,317,10
2600,7800,4,315,11
2600,7800,4,316,12
2600,7800,4,318,13
2600,7800,4,317,14
2600,7800,4,316,15
2600,7800,4,317,16
2600,7800,4,316,17
2600,7800,4,316,18
2600,7800,4,315,19
2600,7800,4,317,1
2600,7800,4,316,20
2600,7800,4,316,21
2600,7800,4,318,22
2600,7800,4,316,23
2600,7800,4,314,24
2600,7800,4,314,25
2600,7800,4,316,26
2600,7800,4,317,27
2600,7800,4,313,28
2600,7800,4,316,29
2600,7800,4,315,2
2600,7800,4,316,30
2600,7800,4,316,31
2600,7800,4,313,32
2600,7800,4,315,33
2600,7800,4,319,34
2600,7800,4,315,35
2600,7800,4,317,36
2600,7800,4,314,37
2600,7800,4,315,38
2600,7800,4,317,39
2600,7800,4,315,3
2600,7800,4,315,40
2600,7800,4,316,41
2600,7800,4,317,42
2600,7800,4,317,43
2600,7800,4,316,44
2600,7800,4,316,45
2600,7800,4,316,46
